Frame,Time Stamp,FPS Location (ms),SkelId,Joint Type,Confidence,X,Y, Original Position X, Original Position Y, Original Position Z
5805,17:46:39,907,31,HipCenter,Tracked,418,282,0.4795501,-0.2023739,2.782602
5805,17:46:39,907,31,Spine,Tracked,424,270,0.5160799,-0.1505677,2.827997
5805,17:46:39,907,31,ShoulderCenter,Tracked,432,207,0.5536847,0.1651466,2.832611
5805,17:46:39,907,31,Head,Tracked,424,178,0.5284975,0.3163808,2.911292
5805,17:46:39,907,31,ShoulderLeft,Tracked,397,230,0.3935952,0.04942633,2.901506
5805,17:46:39,907,31,ElbowLeft,Inferred,387,264,0.3414497,-0.1228477,2.928741
5805,17:46:39,907,31,WristLeft,Tracked,381,231,0.2996849,0.04568223,2.809549
5805,17:46:39,907,31,HandLeft,Tracked,383,225,0.3092477,0.07522913,2.795437
5805,17:46:39,907,31,ShoulderRight,Tracked,447,225,0.6169332,0.07327271,2.766359
5805,17:46:39,907,31,ElbowRight,Tracked,459,260,0.6469862,-0.09434317,2.665115
5805,17:46:39,907,31,WristRight,Tracked,419,226,0.4561735,0.06560859,2.640385
5805,17:46:39,907,31,HandRight,Tracked,411,215,0.4250029,0.1145342,2.654724
5805,17:46:39,907,31,HipLeft,Tracked,404,296,0.4146723,-0.2772359,2.815752
5805,17:46:39,907,31,KneeLeft,Tracked,392,383,0.354838,-0.7050801,2.814863
5805,17:46:39,907,31,AnkleLeft,Tracked,384,453,0.3164259,-1.056502,2.838766
5805,17:46:39,907,31,FootLeft,Tracked,380,467,0.2961725,-1.120443,2.813495
5805,17:46:39,907,31,HipRight,Tracked,429,295,0.5181682,-0.2606875,2.721408
5805,17:46:39,907,31,KneeRight,Tracked,434,374,0.5424926,-0.6371365,2.718325
5805,17:46:39,907,31,AnkleRight,Tracked,434,452,0.5340097,-0.9914671,2.676216
5805,17:46:39,907,31,FootRight,Tracked,429,461,0.4977998,-1.013627,2.616894
5806,17:46:39,934,31,HipCenter,Tracked,419,281,0.4800449,-0.2011261,2.782265
5806,17:46:39,934,31,Spine,Tracked,425,270,0.5172503,-0.1492775,2.827026
5806,17:46:39,934,31,ShoulderCenter,Tracked,431,204,0.5517822,0.1772207,2.838252
5806,17:46:39,934,31,Head,Tracked,423,176,0.5279073,0.3290722,2.915506
5806,17:46:39,934,31,ShoulderLeft,Tracked,397,230,0.3935831,0.04942954,2.90168
5806,17:46:39,934,31,ElbowLeft,Inferred,387,264,0.3413172,-0.1230344,2.929334
5806,17:46:39,934,31,WristLeft,Tracked,381,230,0.29977,0.0469894,2.808872
5806,17:46:39,934,31,HandLeft,Tracked,388,219,0.3318883,0.1013169,2.807655
5806,17:46:39,934,31,ShoulderRight,Tracked,446,223,0.611919,0.08089399,2.764644
5806,17:46:39,934,31,ElbowRight,Tracked,458,258,0.6449648,-0.0833352,2.663532
5806,17:46:39,934,31,WristRight,Tracked,417,225,0.4502595,0.07118918,2.643947
5806,17:46:39,934,31,HandRight,Inferred,409,215,0.4149314,0.116383,2.660676
5806,17:46:39,934,31,HipLeft,Tracked,404,296,0.416286,-0.2755118,2.815384
5806,17:46:39,934,31,KneeLeft,Tracked,392,383,0.3525337,-0.7009404,2.808323
5806,17:46:39,934,31,AnkleLeft,Tracked,384,453,0.3161665,-1.056737,2.83749
5806,17:46:39,934,31,FootLeft,Tracked,380,468,0.2963846,-1.119659,2.810879
5806,17:46:39,934,31,HipRight,Tracked,429,294,0.5187917,-0.2573322,2.72158
5806,17:46:39,934,31,KneeRight,Tracked,434,374,0.5430292,-0.6371193,2.718213
5806,17:46:39,934,31,AnkleRight,Tracked,434,452,0.5340213,-0.9915017,2.676232
5806,17:46:39,934,31,FootRight,Tracked,428,461,0.4964575,-1.013644,2.617747
5807,17:46:39,965,31,HipCenter,Tracked,419,281,0.4802261,-0.200771,2.782473
5807,17:46:39,965,31,Spine,Tracked,424,270,0.516713,-0.1479817,2.827626
5807,17:46:39,965,31,ShoulderCenter,Tracked,431,203,0.5524246,0.1857559,2.83603
5807,17:46:39,965,31,Head,Tracked,423,174,0.5264205,0.3375571,2.912243
5807,17:46:39,965,31,ShoulderLeft,Tracked,398,230,0.3938947,0.04959732,2.903024
5807,17:46:39,965,31,ElbowLeft,Inferred,387,264,0.3413914,-0.1230096,2.930021
5807,17:46:39,965,31,WristLeft,Tracked,381,229,0.3011889,0.05233542,2.80937
5807,17:46:39,966,31,HandLeft,Tracked,388,220,0.3324919,0.100278,2.808804
5807,17:46:39,966,31,ShoulderRight,Tracked,449,222,0.6232831,0.08595212,2.76634
5807,17:46:39,966,31,ElbowRight,Tracked,458,257,0.6451876,-0.07938096,2.66337
5807,17:46:39,966,31,WristRight,Tracked,422,230,0.4752367,0.04497088,2.650984
5807,17:46:39,966,31,HandRight,Tracked,411,217,0.4231886,0.1063315,2.658825
5807,17:46:39,966,31,HipLeft,Tracked,404,296,0.4157769,-0.2756032,2.816931
5807,17:46:39,966,31,KneeLeft,Tracked,392,382,0.3517304,-0.6992428,2.806014
5807,17:46:39,966,31,AnkleLeft,Tracked,384,453,0.3153612,-1.055823,2.835201
5807,17:46:39,966,31,FootLeft,Tracked,380,468,0.2968118,-1.120509,2.813062
5807,17:46:39,966,31,HipRight,Tracked,429,294,0.5196337,-0.2577263,2.721798
5807,17:46:39,966,31,KneeRight,Tracked,434,374,0.54401,-0.6386138,2.718504
5807,17:46:39,966,31,AnkleRight,Tracked,434,452,0.5338635,-0.9920599,2.675988
5807,17:46:39,966,31,FootRight,Tracked,429,461,0.4974651,-1.014336,2.616816
5808,17:46:40,1,31,HipCenter,Tracked,419,281,0.4801936,-0.2007692,2.782491
5808,17:46:40,2,31,Spine,Tracked,425,270,0.5174468,-0.1479998,2.826959
5808,17:46:40,2,31,ShoulderCenter,Tracked,431,203,0.5491905,0.1812746,2.835278
5808,17:46:40,2,31,Head,Tracked,423,175,0.5276581,0.3331378,2.913947
5808,17:46:40,2,31,ShoulderLeft,Tracked,398,230,0.3944706,0.0493959,2.903394
5808,17:46:40,2,31,ElbowLeft,Inferred,386,264,0.3410346,-0.1219985,2.934681
5808,17:46:40,2,31,WristLeft,Inferred,381,228,0.3015866,0.05718816,2.813211
5808,17:46:40,2,31,HandLeft,Tracked,388,220,0.3329276,0.09790974,2.809898
5808,17:46:40,2,31,ShoulderRight,Tracked,448,223,0.6196785,0.07973,2.759664
5808,17:46:40,2,31,ElbowRight,Tracked,458,258,0.6441591,-0.08586533,2.658486
5808,17:46:40,2,31,WristRight,Tracked,418,224,0.4549304,0.07599823,2.655904
5808,17:46:40,2,31,HandRight,Inferred,406,211,0.4027326,0.1371563,2.664303
5808,17:46:40,2,31,HipLeft,Tracked,404,296,0.4156265,-0.2765972,2.819688
5808,17:46:40,2,31,KneeLeft,Tracked,391,382,0.3504294,-0.6956288,2.802593
5808,17:46:40,2,31,AnkleLeft,Tracked,384,453,0.3151374,-1.055641,2.834142
5808,17:46:40,2,31,FootLeft,Tracked,380,468,0.296743,-1.120569,2.812863
5808,17:46:40,2,31,HipRight,Tracked,429,294,0.5194645,-0.25881,2.720334
5808,17:46:40,2,31,KneeRight,Tracked,434,374,0.5445799,-0.6386147,2.718557
5808,17:46:40,2,31,AnkleRight,Tracked,434,452,0.5339808,-0.992398,2.676313
5808,17:46:40,2,31,FootRight,Tracked,428,461,0.4962183,-1.014748,2.618027
5809,17:46:40,34,31,HipCenter,Tracked,419,281,0.4803158,-0.2005548,2.782388
5809,17:46:40,34,31,Spine,Tracked,424,270,0.5153644,-0.1473124,2.828077
5809,17:46:40,34,31,ShoulderCenter,Tracked,430,203,0.5458441,0.1825574,2.834891
5809,17:46:40,34,31,Head,Tracked,424,174,0.5275355,0.3358344,2.909865
5809,17:46:40,34,31,ShoulderLeft,Tracked,397,230,0.3908999,0.04964451,2.888966
5809,17:46:40,34,31,ElbowLeft,Tracked,391,268,0.3588869,-0.1436309,2.905389
5809,17:46:40,34,31,WristLeft,Inferred,386,231,0.3208895,0.04150011,2.780784
5809,17:46:40,34,31,HandLeft,Inferred,396,225,0.3694792,0.07312294,2.766323
5809,17:46:40,34,31,ShoulderRight,Tracked,448,224,0.6199871,0.07758638,2.758545
5809,17:46:40,34,31,ElbowRight,Tracked,457,259,0.6377701,-0.08690438,2.653305
5809,17:46:40,34,31,WristRight,Tracked,417,223,0.4523007,0.078224,2.661525
5809,17:46:40,34,31,HandRight,Inferred,406,210,0.4001052,0.1393794,2.669923
5809,17:46:40,34,31,HipLeft,Tracked,404,296,0.41623,-0.2753712,2.817993
5809,17:46:40,34,31,KneeLeft,Tracked,391,382,0.3498376,-0.6960433,2.802367
5809,17:46:40,34,31,AnkleLeft,Tracked,383,453,0.3146996,-1.055723,2.832376
5809,17:46:40,34,31,FootLeft,Tracked,380,468,0.2962733,-1.12097,2.81253
5809,17:46:40,34,31,HipRight,Tracked,429,294,0.5211539,-0.2578506,2.722275
5809,17:46:40,34,31,KneeRight,Tracked,434,374,0.5448452,-0.6386516,2.718601
5809,17:46:40,34,31,AnkleRight,Tracked,434,452,0.5337545,-0.9923395,2.676075
5809,17:46:40,34,31,FootRight,Tracked,429,462,0.4989479,-1.014753,2.615997
5810,17:46:40,66,31,HipCenter,Tracked,419,281,0.4807109,-0.2000668,2.782456
5810,17:46:40,66,31,Spine,Tracked,423,270,0.5120561,-0.1467167,2.830138
5810,17:46:40,66,31,ShoulderCenter,Tracked,430,203,0.545617,0.1853874,2.838712
5810,17:46:40,66,31,Head,Tracked,424,173,0.5275242,0.3402708,2.906772
5810,17:46:40,66,31,ShoulderLeft,Tracked,399,228,0.3970889,0.06051286,2.862727
5810,17:46:40,66,31,ElbowLeft,Inferred,391,268,0.3593467,-0.1433677,2.904966
5810,17:46:40,66,31,WristLeft,Inferred,386,231,0.3213979,0.04187687,2.780299
5810,17:46:40,66,31,HandLeft,Inferred,396,225,0.3699004,0.07386573,2.76637
5810,17:46:40,66,31,ShoulderRight,Tracked,448,224,0.6202015,0.07822001,2.758746
5810,17:46:40,66,31,ElbowRight,Tracked,456,258,0.6318122,-0.08565946,2.65121
5810,17:46:40,66,31,WristRight,Tracked,419,230,0.4564894,0.04704554,2.636852
5810,17:46:40,66,31,HandRight,Inferred,407,217,0.4042961,0.1081984,2.64525
5810,17:46:40,66,31,HipLeft,Tracked,405,296,0.4175166,-0.2738776,2.817777
5810,17:46:40,66,31,KneeLeft,Tracked,391,382,0.3500883,-0.6962813,2.80281
5810,17:46:40,66,31,AnkleLeft,Tracked,384,453,0.3149882,-1.055682,2.831449
5810,17:46:40,66,31,FootLeft,Tracked,379,462,0.2853142,-1.077979,2.768633
5810,17:46:40,66,31,HipRight,Tracked,429,294,0.5213253,-0.2578123,2.72231
5810,17:46:40,66,31,KneeRight,Tracked,435,374,0.5452262,-0.6388773,2.718718
5810,17:46:40,66,31,AnkleRight,Tracked,434,452,0.5339234,-0.9934334,2.675895
5810,17:46:40,66,31,FootRight,Tracked,430,462,0.5042495,-1.01573,2.613079
5811,17:46:40,105,31,HipCenter,Tracked,419,281,0.4807999,-0.199963,2.782484
5811,17:46:40,105,31,Spine,Tracked,423,270,0.5094349,-0.1466826,2.831413
5811,17:46:40,105,31,ShoulderCenter,Tracked,429,203,0.5436106,0.1865685,2.843534
5811,17:46:40,105,31,Head,Tracked,424,173,0.5292101,0.3429935,2.905345
5811,17:46:40,105,31,ShoulderLeft,Tracked,401,227,0.4017628,0.06346942,2.848492
5811,17:46:40,106,31,ElbowLeft,Inferred,391,268,0.3605859,-0.1440143,2.902738
5811,17:46:40,106,31,WristLeft,Inferred,386,231,0.3226442,0.04136984,2.778037
5811,17:46:40,106,31,HandLeft,Inferred,397,225,0.3708587,0.07440268,2.76564
5811,17:46:40,106,31,ShoulderRight,Tracked,449,224,0.6218983,0.0793253,2.762071
5811,17:46:40,106,31,ElbowRight,Tracked,455,258,0.6245621,-0.08310357,2.651018
5811,17:46:40,106,31,WristRight,Inferred,418,230,0.4543113,0.04415519,2.635578
5811,17:46:40,106,31,HandRight,Inferred,407,217,0.4021202,0.1053054,2.643976
5811,17:46:40,106,31,HipLeft,Tracked,405,295,0.4193135,-0.2703418,2.814766
5811,17:46:40,106,31,KneeLeft,Tracked,392,382,0.3513336,-0.6976221,2.805269
5811,17:46:40,106,31,AnkleLeft,Tracked,384,453,0.315526,-1.055868,2.831919
5811,17:46:40,106,31,FootLeft,Tracked,380,463,0.2895933,-1.078052,2.767426
5811,17:46:40,106,31,HipRight,Tracked,429,294,0.5218312,-0.2571041,2.7243
5811,17:46:40,106,31,KneeRight,Tracked,435,374,0.5455648,-0.6396375,2.718991
5811,17:46:40,106,31,AnkleRight,Tracked,434,452,0.534918,-0.9937142,2.676418
5811,17:46:40,106,31,FootRight,Tracked,431,462,0.5089853,-1.015898,2.611925
5812,17:46:40,136,31,HipCenter,Tracked,419,281,0.4809619,-0.2000629,2.782267
5812,17:46:40,136,31,Spine,Tracked,423,270,0.50941,-0.1467946,2.831215
5812,17:46:40,136,31,ShoulderCenter,Tracked,429,203,0.5441374,0.1849407,2.842503
5812,17:46:40,136,31,Head,Tracked,424,173,0.5292789,0.3416753,2.902171
5812,17:46:40,136,31,ShoulderLeft,Tracked,400,227,0.4003728,0.06406735,2.846807
5812,17:46:40,136,31,ElbowLeft,Inferred,391,268,0.3605985,-0.1439377,2.902244
5812,17:46:40,136,31,WristLeft,Inferred,386,231,0.3226597,0.04149846,2.777511
5812,17:46:40,136,31,HandLeft,Inferred,397,225,0.3708414,0.07470252,2.765463
5812,17:46:40,136,31,ShoulderRight,Tracked,449,224,0.6234913,0.07742316,2.759182
5812,17:46:40,136,31,ElbowRight,Tracked,453,258,0.6174241,-0.08547217,2.649204
5812,17:46:40,136,31,WristRight,Tracked,413,223,0.4369023,0.08181161,2.675499
5812,17:46:40,136,31,HandRight,Inferred,402,210,0.3847137,0.1429589,2.683897
5812,17:46:40,136,31,HipLeft,Tracked,405,294,0.4189265,-0.2676204,2.809185
5812,17:46:40,136,31,KneeLeft,Tracked,392,382,0.3537486,-0.7003478,2.808395
5812,17:46:40,136,31,AnkleLeft,Tracked,384,453,0.3156111,-1.055874,2.831904
5812,17:46:40,136,31,FootLeft,Tracked,380,468,0.2949091,-1.121264,2.807228
5812,17:46:40,136,31,HipRight,Tracked,430,294,0.5239112,-0.256629,2.72887
5812,17:46:40,136,31,KneeRight,Tracked,435,374,0.5459046,-0.6397997,2.719142
5812,17:46:40,136,31,AnkleRight,Tracked,434,452,0.5347578,-0.9936392,2.676354
5812,17:46:40,136,31,FootRight,Tracked,431,462,0.5089829,-1.015836,2.6118
5813,17:46:40,167,31,HipCenter,Tracked,419,281,0.4811382,-0.200344,2.78217
5813,17:46:40,167,31,Spine,Tracked,424,270,0.5134627,-0.1472072,2.829134
5813,17:46:40,167,31,ShoulderCenter,Tracked,429,203,0.5444741,0.1845422,2.84129
5813,17:46:40,167,31,Head,Tracked,424,173,0.5295964,0.3411401,2.902033
5813,17:46:40,167,31,ShoulderLeft,Tracked,398,230,0.3906587,0.04911694,2.867363
5813,17:46:40,167,31,ElbowLeft,Tracked,391,268,0.3599632,-0.1445709,2.898136
5813,17:46:40,167,31,WristLeft,Inferred,386,232,0.3220292,0.04098583,2.773376
5813,17:46:40,167,31,HandLeft,Inferred,397,225,0.3700698,0.07478113,2.762477
5813,17:46:40,167,31,ShoulderRight,Tracked,447,227,0.6141245,0.06030131,2.752337
5813,17:46:40,167,31,ElbowRight,Tracked,452,262,0.6110778,-0.1028816,2.642784
5813,17:46:40,167,31,WristRight,Tracked,414,224,0.4414966,0.07516269,2.670383
5813,17:46:40,167,31,HandRight,Inferred,403,211,0.3893104,0.1363071,2.67878
5813,17:46:40,167,31,HipLeft,Tracked,405,295,0.4192525,-0.2683405,2.809802
5813,17:46:40,167,31,KneeLeft,Tracked,392,383,0.3553063,-0.7041609,2.811818
5813,17:46:40,167,31,AnkleLeft,Tracked,384,453,0.3161425,-1.056741,2.832657
5813,17:46:40,167,31,FootLeft,Tracked,380,468,0.2947351,-1.122213,2.81028
5813,17:46:40,167,31,HipRight,Tracked,430,294,0.5239319,-0.2571554,2.728646
5813,17:46:40,167,31,KneeRight,Tracked,435,374,0.5460087,-0.6389464,2.719067
5813,17:46:40,167,31,AnkleRight,Tracked,434,452,0.5348165,-0.9936352,2.676365
5813,17:46:40,167,31,FootRight,Tracked,430,462,0.5031954,-1.01585,2.614466
5814,17:46:40,202,31,HipCenter,Tracked,419,281,0.4815885,-0.1982825,2.782271
5814,17:46:40,202,31,Spine,Tracked,423,269,0.5123927,-0.1459548,2.82969
5814,17:46:40,202,31,ShoulderCenter,Tracked,429,203,0.5439433,0.1836179,2.840851
5814,17:46:40,202,31,Head,Tracked,424,174,0.5286289,0.3384806,2.910898
5814,17:46:40,202,31,ShoulderLeft,Tracked,397,230,0.3892319,0.0489044,2.870118
5814,17:46:40,202,31,ElbowLeft,Inferred,391,269,0.3595341,-0.145254,2.897478
5814,17:46:40,202,31,WristLeft,Inferred,386,232,0.3216119,0.04036014,2.772726
5814,17:46:40,202,31,HandLeft,Inferred,396,225,0.3695471,0.07436715,2.762039
5814,17:46:40,202,31,ShoulderRight,Tracked,448,225,0.6202034,0.0748864,2.76326
5814,17:46:40,202,31,ElbowRight,Tracked,451,259,0.6099262,-0.08790907,2.651496
5814,17:46:40,202,31,WristRight,Tracked,413,222,0.4349887,0.08603706,2.673551
5814,17:46:40,202,31,HandRight,Inferred,402,209,0.3828052,0.1471785,2.681947
5814,17:46:40,202,31,HipLeft,Tracked,405,295,0.4190814,-0.2682974,2.810427
5814,17:46:40,202,31,KneeLeft,Tracked,392,383,0.3569617,-0.704596,2.813647
5814,17:46:40,202,31,AnkleLeft,Tracked,384,453,0.3163649,-1.05675,2.833373
5814,17:46:40,202,31,FootLeft,Tracked,380,468,0.2947875,-1.122523,2.811001
5814,17:46:40,202,31,HipRight,Tracked,430,293,0.5246697,-0.2554725,2.727901
5814,17:46:40,202,31,KneeRight,Tracked,435,374,0.5460567,-0.6383902,2.719094
5814,17:46:40,202,31,AnkleRight,Tracked,434,452,0.534851,-0.9936624,2.676396
5814,17:46:40,202,31,FootRight,Tracked,430,462,0.5048848,-1.015884,2.613677
5815,17:46:40,235,31,HipCenter,Tracked,419,280,0.4822009,-0.1967109,2.782518
5815,17:46:40,235,31,Spine,Tracked,424,269,0.5141034,-0.1445583,2.829345
5815,17:46:40,235,31,ShoulderCenter,Tracked,430,203,0.5465654,0.1845384,2.840975
5815,17:46:40,235,31,Head,Tracked,424,173,0.529551,0.3402711,2.905844
5815,17:46:40,235,31,ShoulderLeft,Tracked,398,230,0.3953525,0.05231291,2.883443
5815,17:46:40,235,31,ElbowLeft,Inferred,391,269,0.3590191,-0.14545,2.897217
5815,17:46:40,235,31,WristLeft,Tracked,383,226,0.30977,0.06668673,2.810992
5815,17:46:40,235,31,HandLeft,Tracked,387,223,0.3281754,0.08502751,2.809873
5815,17:46:40,235,31,ShoulderRight,Tracked,450,222,0.6284774,0.0885886,2.77121
5815,17:46:40,235,31,ElbowRight,Tracked,451,258,0.6095027,-0.08551009,2.652892
5815,17:46:40,235,31,WristRight,Tracked,413,221,0.4337498,0.08828765,2.671247
5815,17:46:40,235,31,HandRight,Inferred,401,208,0.3815719,0.1494224,2.679642
5815,17:46:40,235,31,HipLeft,Tracked,405,294,0.4190265,-0.2675497,2.810364
5815,17:46:40,235,31,KneeLeft,Tracked,393,384,0.3583171,-0.7079996,2.816796
5815,17:46:40,235,31,AnkleLeft,Tracked,384,453,0.3164575,-1.056756,2.833333
5815,17:46:40,235,31,FootLeft,Tracked,380,468,0.2945242,-1.122879,2.810679
5815,17:46:40,235,31,HipRight,Tracked,430,293,0.525705,-0.2512666,2.72983
5815,17:46:40,235,31,KneeRight,Tracked,435,374,0.5460823,-0.6385259,2.719146
5815,17:46:40,235,31,AnkleRight,Tracked,434,452,0.5348734,-0.9936746,2.676363
5815,17:46:40,235,31,FootRight,Tracked,430,462,0.5034409,-1.015858,2.614348
5816,17:46:40,265,31,HipCenter,Tracked,419,280,0.482163,-0.1971354,2.78288
5816,17:46:40,265,31,Spine,Tracked,425,269,0.5176286,-0.1449391,2.827521
5816,17:46:40,265,31,ShoulderCenter,Tracked,430,202,0.5461691,0.1874545,2.843454
5816,17:46:40,265,31,Head,Tracked,425,172,0.531679,0.3438969,2.905833
5816,17:46:40,265,31,ShoulderLeft,Tracked,398,231,0.3938073,0.04406188,2.89924
5816,17:46:40,265,31,ElbowLeft,Inferred,391,269,0.358409,-0.145704,2.8972
5816,17:46:40,265,31,WristLeft,Tracked,383,226,0.3094992,0.06774262,2.81002
5816,17:46:40,265,31,HandLeft,Tracked,387,222,0.3290937,0.08612576,2.809364
5816,17:46:40,265,31,ShoulderRight,Tracked,447,225,0.6152356,0.07190169,2.763169
5816,17:46:40,265,31,ElbowRight,Tracked,451,259,0.6093555,-0.08973915,2.650969
5816,17:46:40,265,31,WristRight,Tracked,414,221,0.4373349,0.09000122,2.649889
5816,17:46:40,265,31,HandRight,Inferred,403,208,0.3851626,0.1511294,2.658284
5816,17:46:40,265,31,HipLeft,Tracked,405,295,0.4199906,-0.2707004,2.814172
5816,17:46:40,265,31,KneeLeft,Tracked,393,384,0.3589452,-0.7087175,2.817804
5816,17:46:40,265,31,AnkleLeft,Tracked,384,453,0.3168083,-1.055451,2.833332
5816,17:46:40,265,31,FootLeft,Tracked,380,468,0.2946333,-1.122664,2.81022
5816,17:46:40,265,31,HipRight,Tracked,430,293,0.524449,-0.2529084,2.728422
5816,17:46:40,265,31,KneeRight,Tracked,435,374,0.5460838,-0.6378741,2.719224
5816,17:46:40,265,31,AnkleRight,Tracked,434,452,0.5351856,-0.9931722,2.676527
5816,17:46:40,265,31,FootRight,Tracked,429,462,0.498374,-1.015387,2.617553
5817,17:46:40,301,31,HipCenter,Tracked,419,280,0.4818392,-0.1949275,2.783895
5817,17:46:40,301,31,Spine,Tracked,425,269,0.5190237,-0.1426767,2.827228
5817,17:46:40,301,31,ShoulderCenter,Tracked,429,202,0.544623,0.1885772,2.844656
5817,17:46:40,301,31,Head,Tracked,427,172,0.5422184,0.3460137,2.905014
5817,17:46:40,301,31,ShoulderLeft,Tracked,398,230,0.3978111,0.05075839,2.917842
5817,17:46:40,301,31,ElbowLeft,Tracked,388,265,0.3433856,-0.1248743,2.901533
5817,17:46:40,301,31,WristLeft,Tracked,383,226,0.3082058,0.06727331,2.810177
5817,17:46:40,301,31,HandLeft,Tracked,387,221,0.3328673,0.09303731,2.817732
5817,17:46:40,302,31,ShoulderRight,Tracked,448,225,0.6176357,0.07212181,2.762721
5817,17:46:40,302,31,ElbowRight,Tracked,451,259,0.6078976,-0.08974355,2.651351
5817,17:46:40,302,31,WristRight,Tracked,414,220,0.4367537,0.09097616,2.646258
5817,17:46:40,302,31,HandRight,Tracked,406,211,0.3966957,0.1351783,2.643289
5817,17:46:40,302,31,HipLeft,Tracked,405,295,0.4196961,-0.2695149,2.815964
5817,17:46:40,302,31,KneeLeft,Tracked,393,384,0.3589863,-0.7100109,2.818513
5817,17:46:40,302,31,AnkleLeft,Tracked,384,453,0.3166942,-1.054888,2.832961
5817,17:46:40,302,31,FootLeft,Tracked,380,468,0.2946076,-1.122732,2.81021
5817,17:46:40,302,31,HipRight,Tracked,430,293,0.5240434,-0.2518101,2.727963
5817,17:46:40,302,31,KneeRight,Tracked,435,374,0.546271,-0.6370322,2.719447
5817,17:46:40,302,31,AnkleRight,Tracked,434,452,0.5351993,-0.9932686,2.676432
5817,17:46:40,302,31,FootRight,Tracked,428,461,0.4953267,-1.015578,2.619514
5818,17:46:40,338,31,HipCenter,Tracked,419,280,0.4818034,-0.194928,2.783923
5818,17:46:40,338,31,Spine,Tracked,425,269,0.5193787,-0.1424807,2.82696
5818,17:46:40,338,31,ShoulderCenter,Tracked,429,202,0.5441513,0.1903627,2.844532
5818,17:46:40,338,31,Head,Tracked,427,172,0.5429307,0.3480774,2.903257
5818,17:46:40,338,31,ShoulderLeft,Tracked,398,230,0.3986639,0.05158651,2.916786
5818,17:46:40,339,31,ElbowLeft,Inferred,388,265,0.3475513,-0.1249326,2.902034
5818,17:46:40,339,31,WristLeft,Tracked,382,226,0.3065362,0.0670825,2.81089
5818,17:46:40,339,31,HandLeft,Tracked,387,221,0.3284007,0.09382889,2.816686
5818,17:46:40,339,31,ShoulderRight,Tracked,448,226,0.6167092,0.06837256,2.757378
5818,17:46:40,339,31,ElbowRight,Tracked,451,262,0.6102179,-0.1019149,2.652296
5818,17:46:40,339,31,WristRight,Tracked,416,222,0.4437337,0.08316574,2.643469
5818,17:46:40,339,31,HandRight,Inferred,407,213,0.4033431,0.1269756,2.647605
5818,17:46:40,339,31,HipLeft,Tracked,405,295,0.4197576,-0.2696377,2.816861
5818,17:46:40,339,31,KneeLeft,Tracked,393,384,0.358999,-0.7107682,2.819267
5818,17:46:40,339,31,AnkleLeft,Tracked,384,453,0.3171181,-1.054554,2.83355
5818,17:46:40,339,31,FootLeft,Tracked,380,468,0.2951805,-1.122335,2.809862
5818,17:46:40,339,31,HipRight,Tracked,430,293,0.5235848,-0.2518636,2.727326
5818,17:46:40,339,31,KneeRight,Tracked,435,374,0.5462686,-0.637244,2.71957
5818,17:46:40,339,31,AnkleRight,Tracked,434,452,0.5352883,-0.9922189,2.676187
5818,17:46:40,339,31,FootRight,Tracked,428,461,0.494765,-1.014584,2.619746
5819,17:46:40,367,31,HipCenter,Tracked,419,280,0.4817585,-0.1946721,2.784275
5819,17:46:40,367,31,Spine,Tracked,425,269,0.5189989,-0.1426356,2.827711
5819,17:46:40,367,31,ShoulderCenter,Tracked,429,202,0.5457055,0.1889701,2.847757
5819,17:46:40,367,31,Head,Tracked,427,172,0.5408867,0.3473677,2.900455
5819,17:46:40,367,31,ShoulderLeft,Tracked,398,230,0.3995298,0.05159058,2.918413
5819,17:46:40,367,31,ElbowLeft,Inferred,390,265,0.354472,-0.1267564,2.897707
5819,17:46:40,367,31,WristLeft,Tracked,382,226,0.3047359,0.06703985,2.810301
5819,17:46:40,367,31,HandLeft,Tracked,387,221,0.3299622,0.0925788,2.815889
5819,17:46:40,367,31,ShoulderRight,Tracked,448,226,0.6200002,0.07001651,2.761144
5819,17:46:40,367,31,ElbowRight,Tracked,453,260,0.6183646,-0.09479391,2.655061
5819,17:46:40,367,31,WristRight,Tracked,416,222,0.4430318,0.08184098,2.638105
5819,17:46:40,367,31,HandRight,Inferred,407,213,0.4031315,0.1244659,2.650729
5819,17:46:40,367,31,HipLeft,Tracked,405,295,0.4195317,-0.2691822,2.816911
5819,17:46:40,367,31,KneeLeft,Tracked,393,384,0.3590183,-0.7107277,2.819323
5819,17:46:40,367,31,AnkleLeft,Tracked,384,453,0.3171849,-1.054708,2.833816
5819,17:46:40,367,31,FootLeft,Tracked,380,468,0.2949757,-1.121005,2.806887
5819,17:46:40,367,31,HipRight,Tracked,430,293,0.5233843,-0.2511072,2.727799
5819,17:46:40,367,31,KneeRight,Tracked,435,374,0.5463383,-0.6375225,2.719754
5819,17:46:40,367,31,AnkleRight,Tracked,434,452,0.53533,-0.9922085,2.676264
5819,17:46:40,367,31,FootRight,Tracked,428,461,0.4952986,-1.01442,2.619407
5820,17:46:40,401,31,HipCenter,Tracked,419,280,0.4817677,-0.1951343,2.78473
5820,17:46:40,401,31,Spine,Tracked,425,269,0.518736,-0.1426139,2.828272
5820,17:46:40,401,31,ShoulderCenter,Tracked,429,201,0.5455189,0.192185,2.8485
5820,17:46:40,401,31,Head,Tracked,428,171,0.5498475,0.3507093,2.900339
5820,17:46:40,401,31,ShoulderLeft,Tracked,398,230,0.3995054,0.05195774,2.916502
